Year,Month,Quarter,Period,Country,Sector,Deal Type, Value 
2005,9,Q3,< 2006,India,Wind,Asset finance investments, 6.86 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 3.36 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 1.74 
2011,8,Q3,2011Q3,India,Solar,Asset finance investments, 46.03 
2015,11,Q4,2015Q4,India,Solar,Asset finance investments, 35.00 
2012,9,Q3,2012Q3,India,Solar,Asset finance investments, 10.13 
2013,6,Q2,2013Q2,India,Solar,Asset finance investments, 2.40 
2011,11,Q4,2011Q4,India,Solar,Asset finance investments, 12.00 
2015,7,Q3,2015Q3,India,Solar,Asset finance investments, 3.18 
2011,11,Q4,2011Q4,India,Solar,Asset finance investments, 62.50 
2016,1,Q1,2016Q1,India,Wind,Asset finance investments, 27.37 
2015,8,Q3,2015Q3,India,Solar,Asset finance investments, 100.46 
2016,1,Q1,2016Q1,India,Wind,Asset finance investments, 27.37 
2013,8,Q3,2013Q3,India,Solar,Asset finance investments, 21.60 
2011,11,Q4,2011Q4,India,Solar,Asset finance investments, 10.00 
2011,12,Q4,2011Q4,India,Solar,Asset finance investments, 2.00 
2015,8,Q3,2015Q3,India,Solar,Asset finance investments, 16.74 
2014,7,Q3,2014Q3,India,Solar,Asset finance investments, 10.15 
2016,12,Q4,2016Q4,India,Solar,Asset finance investments, 0.80 
2013,6,Q2,2013Q2,India,Solar,Asset finance investments, 1.20 
2011,9,Q3,2011Q3,India,Solar,Asset finance investments, 25.00 
2015,1,Q1,2015Q1,India,Wind,Asset finance investments, 10.00 
2014,10,Q4,2014Q4,India,Solar,Asset finance investments, 1.13 
2018,2,Q1,2018Q1,India,Solar,Asset finance investments, 202.05 
2009,12,Q4,2009Q4,India,Biomass & Waste,Asset finance investments, 9.46 
2010,3,Q1,2010Q1,India,Biomass & Waste,Asset finance investments, 1.98 
2015,5,Q2,2015Q2,India,Solar,VC/PE investments, 1.96 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 3.64 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 4.92 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 2.38 
2016,1,Q1,2016Q1,India,Solar,Asset finance investments, 2.00 
2011,6,Q2,2011Q2,India,Wind,Asset finance investments, 29.53 
2007,5,Q2,2007Q2,India,Wind,Asset finance investments, 23.00 
2016,12,Q4,2016Q4,India,Solar,Asset finance investments, 4.10 
2017,5,Q2,2017Q2,India,Solar,Asset finance investments, 4.11 
2006,12,Q4,2006Q4,India,Wind,Asset finance investments, 8.17 
2005,1,Q1,< 2006,India,Wind,Asset finance investments, 18.45 
2015,1,Q1,2015Q1,India,Solar,Asset finance investments, 6.79 
2011,10,Q4,2011Q4,India,Solar,Asset finance investments, 10.00 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 24.24 
2011,6,Q2,2011Q2,India,Wind,Asset finance investments, 4.20 
2013,12,Q4,2013Q4,India,Wind,Asset finance investments, 12.79 
2010,5,Q2,2010Q2,India,Wind,Asset finance investments, 2.97 
2004,3,Q1,< 2006,India,Biomass & Waste,Asset finance investments, 7.25 
2005,3,Q1,< 2006,India,Biomass & Waste,Asset finance investments, 9.75 
2012,9,Q3,2012Q3,India,Wind,Asset finance investments, 28.80 
2007,3,Q1,2007Q1,India,Biomass & Waste,Asset finance investments, 9.90 
2016,10,Q4,2016Q4,India,Solar,Asset finance investments, 2.40 
2008,3,Q1,2008Q1,India,Biomass & Waste,Asset finance investments, 2.91 
2012,7,Q3,2012Q3,India,Wind,Asset finance investments, 2.08 
2007,3,Q1,2007Q1,India,Wind,Asset finance investments, 7.21 
2017,7,Q3,2017Q3,India,Solar,Asset finance investments, 18.15 
2017,7,Q3,2017Q3,India,Solar,Asset finance investments, 18.15 
2016,8,Q3,2016Q3,India,Solar,Asset finance investments, 100.00 
2006,3,Q1,2006Q1,India,Wind,Asset finance investments, 23.56 
2009,10,Q4,2009Q4,India,Wind,Asset finance investments, 41.12 
2005,3,Q1,< 2006,India,Wind,Asset finance investments, 7.00 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 17.04 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 17.40 
2010,6,Q2,2010Q2,India,Wind,FALSE, 291.46 
2011,4,Q2,2011Q2,India,Wind,FALSE, 28.80 
2009,7,Q3,2009Q3,India,Wind,FALSE, 0.00 
2014,7,Q3,2014Q3,India,Wind,FALSE, 546.90 
2014,7,Q3,2014Q3,India,Wind,FALSE, 546.90 
2005,10,Q4,< 2006,India,Wind,FALSE, 302.20 
2007,12,Q4,2007Q4,India,Wind,FALSE, 758.79 
,,,,,,,
,,,,,,,
2006,6,Q2,2006Q2,India,Wind,Asset finance investments, 2.18 
2010,8,Q3,2010Q3,India,Wind,Asset finance investments, 27.78 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 18.45 
2017,8,Q3,2017Q3,India,Solar,Asset finance investments, 40.00 
2016,5,Q2,2016Q2,India,Wind,Asset finance investments, 162.22 
2004,9,Q3,< 2006,India,Wind,Asset finance investments, 21.60 
2017,12,Q4,2017Q4,India,Wind,Asset finance investments, 432.84 
2005,1,Q1,< 2006,India,Wind,Asset finance investments, 36.75 
2006,4,Q2,2006Q2,India,Biomass & Waste,Asset finance investments, 126.63 
2011,9,Q3,2011Q3,India,Biomass & Waste,Asset finance investments, 0.81 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 2.68 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 2.17 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 2.10 
2005,5,Q2,< 2006,India,Biofuels,Asset finance investments, 2.70 
2009,4,Q2,2009Q2,India,Biofuels,Asset finance investments, 11.64 
2008,11,Q4,2008Q4,India,Wind,Asset finance investments, 5.81 
2007,9,Q3,2007Q3,India,Wind,Asset finance investments, 4.69 
2008,12,Q4,2008Q4,India,Biomass & Waste,Asset finance investments, 50.09 
2009,1,Q1,2009Q1,India,Wind,Asset finance investments, 240.19 
2012,2,Q1,2012Q1,India,Solar,Asset finance investments, 7.35 
2017,6,Q2,2017Q2,India,Solar,Asset finance investments, 20.73 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 17.79 
2015,6,Q2,2015Q2,India,Solar,Asset finance investments, 20.23 
2011,1,Q1,2011Q1,India,Solar,Asset finance investments, 14.93 
2008,6,Q2,2008Q2,India,Wind,Asset finance investments, 46.61 
2008,3,Q1,2008Q1,India,Wind,Asset finance investments, 19.20 
2011,12,Q4,2011Q4,India,Wind,Asset finance investments, 7.76 
2012,9,Q3,2012Q3,India,Solar,Asset finance investments, 20.25 
2009,1,Q1,2009Q1,India,Wind,Asset finance investments, 3.66 
2016,10,Q4,2016Q4,India,Solar,Asset finance investments, 1.60 
2015,9,Q3,2015Q3,India,Solar,Asset finance investments, 4.87 
2012,3,Q1,2012Q1,India,Wind,Asset finance investments, 243.98 
2004,3,Q1,< 2006,India,Small Hydro,Asset finance investments, 21.60 
2009,1,Q1,2009Q1,India,Small Hydro,Asset finance investments, 5.78 
2006,2,Q1,2006Q1,India,Small Hydro,Asset finance investments, 12.50 
2009,6,Q2,2009Q2,India,Small Hydro,Asset finance investments, 8.13 
2005,9,Q3,< 2006,India,Small Hydro,Asset finance investments, 6.81 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 12.78 
2004,2,Q1,< 2006,India,Wind,Asset finance investments, 673.65 
2016,6,Q2,2016Q2,India,Solar,Asset finance investments, 85.00 
2008,3,Q1,2008Q1,India,Biofuels,Asset finance investments, 3.99 
2017,6,Q2,2017Q2,India,Solar,Asset finance investments, 20.73 
2017,6,Q2,2017Q2,India,Solar,Asset finance investments, 41.46 
2015,10,Q4,2015Q4,India,Solar,Asset finance investments, 4.40 
2017,10,Q4,2017Q4,India,Solar,Asset finance investments, 4.11 
2015,1,Q1,2015Q1,India,Solar,Asset finance investments, 1.85 
2011,9,Q3,2011Q3,India,Solar,Asset finance investments, 21.50 
2011,10,Q4,2011Q4,India,Solar,Asset finance investments, 21.50 
2007,3,Q1,2007Q1,India,Wind,Asset finance investments, 2.25 
2007,3,Q1,2007Q1,India,Biomass & Waste,Asset finance investments, 35.72 
2005,11,Q4,< 2006,India,Biomass & Waste,Asset finance investments, 9.54 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 3.12 
2005,9,Q3,< 2006,India,Wind,Asset finance investments, 4.20 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 6.44 
2012,2,Q1,2012Q1,India,Wind,Asset finance investments, 2.02 
2008,5,Q2,2008Q2,India,Wind,Asset finance investments, 4.80 
2008,3,Q1,2008Q1,India,Wind,Asset finance investments, 57.88 
2007,2,Q1,2007Q1,India,Biomass & Waste,Asset finance investments, 2.85 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 2.66 
2004,3,Q1,< 2006,India,Biomass & Waste,Asset finance investments, 8.48 
2011,7,Q3,2011Q3,India,Solar,Asset finance investments, 5.66 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 2.68 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 8.00 
2016,12,Q4,2016Q4,India,Wind,Asset finance investments, 167.13 
2004,9,Q3,< 2006,India,Biomass & Waste,Asset finance investments, 22.31 
2005,10,Q4,< 2006,India,Biomass & Waste,Asset finance investments, 16.22 
2006,4,Q2,2006Q2,India,Biofuels,Asset finance investments, 37.38 
2010,3,Q1,2010Q1,India,Small Hydro,Asset finance investments, 3.03 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 2.60 
2017,4,Q2,2017Q2,India,Solar,Asset finance investments, 3.15 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 17.72 
2007,1,Q1,2007Q1,India,Wind,Asset finance investments, 3.61 
2010,7,Q3,2010Q3,India,Small Hydro,Asset finance investments, 30.77 
2016,11,Q4,2016Q4,India,Wind,Asset finance investments, 167.13 
2015,12,Q4,2015Q4,India,Wind,Asset finance investments, 59.63 
2012,2,Q1,2012Q1,India,Wind,Asset finance investments, 3.07 
2014,12,Q4,2014Q4,India,Clean Energy (Other),VC/PE investments, 40.00 
2014,12,Q4,2014Q4,India,Clean Energy (Other),VC/PE investments, 40.00 
2009,12,Q4,2009Q4,India,Wind,Asset finance investments, 4.97 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 3.57 
2005,9,Q3,< 2006,India,Wind,Asset finance investments, 2.52 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 5.80 
2014,2,Q1,2014Q1,India,Solar,Asset finance investments, 20.70 
2007,7,Q3,2007Q3,India,Wind,Asset finance investments, 3.88 
2006,11,Q4,2006Q4,India,Wind,Asset finance investments, 2.32 
2012,3,Q1,2012Q1,India,Wind,Asset finance investments, 2.02 
2013,1,Q1,2013Q1,India,Wind,Asset finance investments, 4.09 
2014,9,Q3,2014Q3,India,Wind,Asset finance investments, 2.31 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 1.77 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 1.20 
2005,9,Q3,< 2006,India,Wind,Asset finance investments, 12.25 
2007,2,Q1,2007Q1,India,Wind,Asset finance investments, 10.03 
2010,10,Q4,2010Q4,India,Solar,VC/PE investments, 6.79 
2011,2,Q1,2011Q1,India,Wind,Asset finance investments, 4.26 
2004,9,Q3,< 2006,India,Small Hydro,Asset finance investments, 6.00 
2009,10,Q4,2009Q4,India,Small Hydro,Asset finance investments, 107.23 
2010,3,Q1,2010Q1,India,Small Hydro,Asset finance investments, 60.60 
2007,2,Q1,2007Q1,India,Small Hydro,Asset finance investments, 4.53 
2007,2,Q1,2007Q1,India,Small Hydro,Asset finance investments, 3.43 
2007,2,Q1,2007Q1,India,Small Hydro,Asset finance investments, 4.48 
2007,2,Q1,2007Q1,India,Small Hydro,Asset finance investments, 3.61 
2005,9,Q3,< 2006,India,Wind,Asset finance investments, 19.25 
2006,10,Q4,2006Q4,India,Biomass & Waste,Asset finance investments, 60.30 
2006,5,Q2,2006Q2,India,Biofuels,Asset finance investments, 5.57 
2016,8,Q3,2016Q3,India,Solar,Asset finance investments, 54.00 
2015,4,Q2,2015Q2,India,Solar,Asset finance investments, 101.16 
2015,1,Q1,2015Q1,India,Solar,Asset finance investments, 69.25 
2015,9,Q3,2015Q3,India,Solar,Asset finance investments, 123.29 
2016,3,Q1,2016Q1,India,Wind,Asset finance investments, 225.08 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 66.07 
2012,3,Q1,2012Q1,India,Wind,Asset finance investments, 103.03 
2008,4,Q2,2008Q2,India,Biomass & Waste,Asset finance investments, 43.60 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 3.64 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 65.38 
2013,9,Q3,2013Q3,India,Wind,Asset finance investments, 35.20 
2007,4,Q2,2007Q2,India,Wind,Asset finance investments, 118.52 
2013,3,Q1,2013Q1,India,Wind,Asset finance investments, 39.00 
2015,1,Q1,2015Q1,India,Wind,Asset finance investments, 134.04 
2007,11,Q4,2007Q4,India,Wind,Asset finance investments, 65.28 
2015,10,Q4,2015Q4,India,Wind,Asset finance investments, 59.63 
2011,11,Q4,2011Q4,India,Solar,Asset finance investments, 70.09 
2011,4,Q2,2011Q2,India,Solar,Asset finance investments, 90.46 
2008,6,Q2,2008Q2,India,Solar,Asset finance investments, 24.00 
2015,12,Q4,2015Q4,India,Wind,Asset finance investments, 119.26 
2017,6,Q2,2017Q2,India,Solar,Asset finance investments, 85.00 
2017,6,Q2,2017Q2,India,Solar,Asset finance investments, 42.50 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 130.77 
2014,3,Q1,2014Q1,India,Wind,Asset finance investments, 69.30 
2015,1,Q1,2015Q1,India,Wind,Asset finance investments, 61.34 
2016,2,Q1,2016Q1,India,Wind,Asset finance investments, 114.02 
2008,6,Q2,2008Q2,India,Wind,Asset finance investments, 30.49 
2007,11,Q4,2007Q4,India,Wind,Asset finance investments, 65.28 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 40.12 
2009,3,Q1,2009Q1,India,Wind,Asset finance investments, 6.41 
2009,12,Q4,2009Q4,India,Wind,Asset finance investments, 9.95 
2010,7,Q3,2010Q3,India,Wind,Asset finance investments, 127.35 
2006,9,Q3,2006Q3,India,Biomass & Waste,Asset finance investments, 31.20 
2016,11,Q4,2016Q4,India,Solar,Asset finance investments, 18.15 
2017,7,Q3,2017Q3,India,Solar,Asset finance investments, 51.82 
2017,8,Q3,2017Q3,India,Solar,Asset finance investments, 36.30 
2009,5,Q2,2009Q2,India,Biomass & Waste,Asset finance investments, 22.32 
2009,5,Q2,2009Q2,India,Biomass & Waste,Asset finance investments, 11.65 
2016,9,Q3,2016Q3,India,Solar,Asset finance investments, 2.40 
2007,2,Q1,2007Q1,India,Biomass & Waste,Asset finance investments, 65.80 
2007,6,Q2,2007Q2,India,Biomass & Waste,Asset finance investments, 65.80 
2004,1,Q1,< 2006,India,Small Hydro,Asset finance investments, 4.20 
2014,6,Q2,2014Q2,India,Solar,Asset finance investments, 10.80 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 1.20 
2012,7,Q3,2012Q3,India,Wind,VC/PE investments, 15.59 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 1.44 
2004,12,Q4,< 2006,India,Small Hydro,Asset finance investments, 4.50 
2010,9,Q3,2010Q3,India,Small Hydro,Asset finance investments, 61.78 
2010,12,Q4,2010Q4,India,Small Hydro,Asset finance investments, 12.12 
2010,1,Q1,2010Q1,India,Wind,Asset finance investments, 52.06 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 28.29 
2005,2,Q1,< 2006,India,Biomass & Waste,Asset finance investments, 5.90 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 1.77 
2015,3,Q1,2015Q1,India,Wind,Asset finance investments, 2.39 
2015,12,Q4,2015Q4,India,Solar,Asset finance investments, 16.00 
2004,9,Q3,< 2006,India,Wind,Asset finance investments, 1.80 
2005,10,Q4,< 2006,India,Wind,Asset finance investments, 23.77 
2012,11,Q4,2012Q4,India,Solar,Asset finance investments, 2.08 
2010,3,Q1,2010Q1,India,Small Hydro,Asset finance investments, 6.06 
2009,4,Q2,2009Q2,India,Small Hydro,Asset finance investments, 25.51 
2008,7,Q3,2008Q3,India,Biomass & Waste,Asset finance investments, 13.67 
2008,7,Q3,2008Q3,India,Biomass & Waste,Asset finance investments, 13.67 
2006,1,Q1,2006Q1,India,Clean Energy (Other),VC/PE investments, 0.60 
2010,4,Q2,2010Q2,India,Wind,Asset finance investments, 24.47 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 22.20 
2011,8,Q3,2011Q3,India,Wind,Asset finance investments, 35.85 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 14.90 
2010,2,Q1,2010Q1,India,Wind,Asset finance investments, 14.56 
2010,2,Q1,2010Q1,India,Wind,Asset finance investments, 20.84 
2008,8,Q3,2008Q3,India,Biomass & Waste,Asset finance investments, 17.04 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 1.77 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 2.68 
2006,6,Q2,2006Q2,India,Biofuels,Asset finance investments, 29.65 
2006,3,Q1,2006Q1,India,Biomass & Waste,Asset finance investments, 11.70 
2006,6,Q2,2006Q2,India,Biomass & Waste,Asset finance investments, 17.48 
2006,7,Q3,2006Q3,India,Wind,Asset finance investments, 5.60 
2008,7,Q3,2008Q3,India,Wind,Asset finance investments, 6.01 
2014,12,Q4,2014Q4,India,Solar,Asset finance investments, 32.63 
2015,3,Q1,2015Q1,India,Solar,Asset finance investments, 6.26 
2012,9,Q3,2012Q3,India,Solar,Asset finance investments, 39.59 
2015,12,Q4,2015Q4,India,Solar,Asset finance investments, 5.86 
2011,6,Q2,2011Q2,India,Small Hydro,Asset finance investments, 9.01 
2011,6,Q2,2011Q2,India,Small Hydro,Asset finance investments, 8.24 
2011,6,Q2,2011Q2,India,Small Hydro,Asset finance investments, 3.15 
2006,6,Q2,2006Q2,India,Small Hydro,Asset finance investments, 11.00 
2006,7,Q3,2006Q3,India,Small Hydro,Asset finance investments, 13.43 
2006,6,Q2,2006Q2,India,Small Hydro,Asset finance investments, 14.48 
2011,6,Q2,2011Q2,India,Small Hydro,Asset finance investments, 16.80 
2005,10,Q4,< 2006,India,Wind,Asset finance investments, 3.69 
2006,6,Q2,2006Q2,India,Wind,Asset finance investments, 5.56 
2011,6,Q2,2011Q2,India,Wind,Asset finance investments, 1.58 
2014,5,Q2,2014Q2,India,Solar,Asset finance investments, 3.60 
2011,10,Q4,2011Q4,India,Solar,Asset finance investments, 10.00 
2005,12,Q4,< 2006,India,Biofuels,Asset finance investments, 47.33 
2009,4,Q2,2009Q2,India,Biofuels,Asset finance investments, 71.93 
2011,12,Q4,2011Q4,India,Solar,Asset finance investments, 8.60 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 1.75 
2006,9,Q3,2006Q3,India,Biomass & Waste,Asset finance investments, 4.88 
2013,10,Q4,2013Q4,India,Solar,Asset finance investments, 2.40 
2008,1,Q1,2008Q1,India,Small Hydro,Asset finance investments, 26.64 
2006,4,Q2,2006Q2,India,Small Hydro,Asset finance investments, 13.15 
2008,4,Q2,2008Q2,India,Biomass & Waste,Asset finance investments, 57.29 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 2.38 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 13.88 
2009,8,Q3,2009Q3,India,Wind,Asset finance investments, 14.26 
2010,1,Q1,2010Q1,India,Wind,Asset finance investments, 28.63 
2011,4,Q2,2011Q2,India,Biomass & Waste,Asset finance investments, 44.64 
2016,12,Q4,2016Q4,India,Wind,Asset finance investments, 22.28 
2015,12,Q4,2015Q4,India,Solar,Asset finance investments, 5.00 
2015,9,Q3,2015Q3,India,Wind,Asset finance investments, 4.87 
2011,12,Q4,2011Q4,India,Wind,Asset finance investments, 12.32 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 8.19 
2006,9,Q3,2006Q3,India,Biomass & Waste,Asset finance investments, 0.80 
2012,2,Q1,2012Q1,India,Biofuels,Asset finance investments, 11.30 
2011,3,Q1,2011Q1,India,Biomass & Waste,Asset finance investments, 63.03 
2009,10,Q4,2009Q4,India,Biomass & Waste,Asset finance investments, 43.50 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 5.44 
2006,11,Q4,2006Q4,India,Wind,Asset finance investments, 11.27 
2005,12,Q4,< 2006,India,Wind,Asset finance investments, 4.09 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 1.44 
2011,11,Q4,2011Q4,India,Wind,Asset finance investments, 63.89 
2010,4,Q2,2010Q2,India,Wind,Asset finance investments, 63.09 
2010,4,Q2,2010Q2,India,Wind,Asset finance investments, 65.37 
2011,11,Q4,2011Q4,India,Wind,Asset finance investments, 63.80 
2011,12,Q4,2011Q4,India,Wind,Asset finance investments, 61.90 
2011,8,Q3,2011Q3,India,Wind,Asset finance investments, 36.16 
2012,2,Q1,2012Q1,India,Wind,Asset finance investments, 64.50 
2011,11,Q4,2011Q4,India,Wind,Asset finance investments, 60.98 
2011,8,Q3,2011Q3,India,Wind,Asset finance investments, 35.13 
2010,4,Q2,2010Q2,India,Wind,Asset finance investments, 65.38 
2010,10,Q4,2010Q4,India,Wind,Asset finance investments, 11.87 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 8.52 
2012,8,Q3,2012Q3,India,Biomass & Waste,Asset finance investments, 34.61 
2010,12,Q4,2010Q4,India,Small Hydro,Asset finance investments, 3.03 
2013,5,Q2,2013Q2,India,Small Hydro,Asset finance investments, 17.97 
2014,4,Q2,2014Q2,India,Solar,Asset finance investments, 6.00 
2014,4,Q2,2014Q2,India,Solar,Asset finance investments, 9.60 
2007,2,Q1,2007Q1,India,Small Hydro,Asset finance investments, 18.40 
2006,2,Q1,2006Q1,India,Wind,Asset finance investments, 11.38 
2006,9,Q3,2006Q3,India,Biomass & Waste,Asset finance investments, 10.60 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 6.00 
2015,1,Q1,2015Q1,India,Solar,Asset finance investments, 3.26 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 7.10 
2010,7,Q3,2010Q3,India,Wind,Asset finance investments, 5.15 
2011,3,Q1,2011Q1,India,Biomass & Waste,Asset finance investments, 16.49 
2011,9,Q3,2011Q3,India,Solar,Asset finance investments, 13.42 
2013,2,Q1,2013Q1,India,Biomass & Waste,Asset finance investments, 11.79 
2016,2,Q1,2016Q1,India,Wind,Asset finance investments, 2.28 
2010,6,Q2,2010Q2,India,Wind,Asset finance investments, 5.19 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 5.90 
2012,1,Q1,2012Q1,India,Wind,Asset finance investments, 40.33 
2008,3,Q1,2008Q1,India,Wind,Asset finance investments, 88.00 
2010,9,Q3,2010Q3,India,Wind,FALSE, 4.69 
2015,3,Q1,2015Q1,India,Wind,Asset finance investments, 2.39 
2010,11,Q4,2010Q4,India,Wind,Asset finance investments, 7.21 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 111.86 
2010,11,Q4,2010Q4,India,Wind,Asset finance investments, 34.83 
2014,6,Q2,2014Q2,India,Wind,Asset finance investments, 67.68 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 49.98 
2013,6,Q2,2013Q2,India,Wind,Asset finance investments, 5.66 
2005,9,Q3,< 2006,India,Biomass & Waste,Asset finance investments, 8.50 
2009,5,Q2,2009Q2,India,Small Hydro,Asset finance investments, 32.05 
2009,5,Q2,2009Q2,India,Small Hydro,Asset finance investments, 32.05 
2016,10,Q4,2016Q4,India,Solar,Asset finance investments, 2.40 
2010,2,Q1,2010Q1,India,Wind,Asset finance investments, 4.98 
2010,11,Q4,2010Q4,India,Wind,Asset finance investments, 4.96 
2006,6,Q2,2006Q2,India,Wind,Asset finance investments, 4.64 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 3.69 
2005,6,Q2,< 2006,India,Wind,Asset finance investments, 7.80 
2015,8,Q3,2015Q3,India,Solar,Asset finance investments, 1.67 
2015,11,Q4,2015Q4,India,Wind,Asset finance investments, 17.89 
2009,9,Q3,2009Q3,India,Wind,Asset finance investments, 35.43 
2006,4,Q2,2006Q2,India,Biomass & Waste,Asset finance investments, 18.09 
2006,7,Q3,2006Q3,India,Biomass & Waste,Asset finance investments, 24.12 
2012,3,Q1,2012Q1,India,Biomass & Waste,Asset finance investments, 1.20 
2010,12,Q4,2010Q4,India,Small Hydro,Asset finance investments, 28.70 
2007,10,Q4,2007Q4,India,Small Hydro,Asset finance investments, 1.07 
2009,5,Q2,2009Q2,India,Small Hydro,Asset finance investments, 27.20 
2009,5,Q2,2009Q2,India,Small Hydro,Asset finance investments, 32.03 
2010,3,Q1,2010Q1,India,Wind,Asset finance investments, 3.64 
2012,7,Q3,2012Q3,India,Biomass & Waste,Asset finance investments, 24.42 
2004,3,Q1,< 2006,India,Wind,Asset finance investments, 2.16 
2011,1,Q1,2011Q1,India,Solar,Asset finance investments, 22.86 
2013,2,Q1,2013Q1,India,Wind,Asset finance investments, 2.08 
2011,9,Q3,2011Q3,India,Wind,Asset finance investments, 2.10 
2015,2,Q1,2015Q1,India,Wind,Asset finance investments, 2.39 
2008,6,Q2,2008Q2,India,Biomass & Waste,Asset finance investments, 34.47 
2009,8,Q3,2009Q3,India,Biofuels,Asset finance investments, 9.00 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 4.83 
2004,9,Q3,< 2006,India,Wind,Asset finance investments, 5.04 
2006,3,Q1,2006Q1,India,Wind,Asset finance investments, 1.81 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 1.74 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 3.55 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 4.92 
2010,9,Q3,2010Q3,India,Wind,Asset finance investments, 6.08 
2015,4,Q2,2015Q2,India,Solar,Asset finance investments, 20.23 
2007,1,Q1,2007Q1,India,Wind,Asset finance investments, 4.22 
2007,3,Q1,2007Q1,India,Wind,Asset finance investments, 2.25 
2013,12,Q4,2013Q4,India,Solar,Asset finance investments, 1.20 
2012,12,Q4,2012Q4,India,Solar,Asset finance investments, 2.08 
2010,4,Q2,2010Q2,India,Wind,Asset finance investments, 64.09 
2006,9,Q3,2006Q3,India,Wind,Asset finance investments, 11.17 
2015,8,Q3,2015Q3,India,Solar,Asset finance investments, 14.88 
2011,10,Q4,2011Q4,India,Solar,Asset finance investments, 10.00 
2011,4,Q2,2011Q2,India,Wind,Asset finance investments, 26.61 
2010,7,Q3,2010Q3,India,Wind,Asset finance investments, 8.41 
2013,3,Q1,2013Q1,India,Wind,Asset finance investments, 56.32 
2010,4,Q2,2010Q2,India,Wind,Asset finance investments, 11.99 
2010,2,Q1,2010Q1,India,Wind,Asset finance investments, 43.51 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 2.27 
2011,4,Q2,2011Q2,India,Wind,Asset finance investments, 70.56 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 20.44 
2010,7,Q3,2010Q3,India,Wind,Asset finance investments, 8.05 
2011,3,Q1,2011Q1,India,Wind,Asset finance investments, 2.27 
2010,7,Q3,2010Q3,India,Wind,Asset finance investments, 9.75 
2011,8,Q3,2011Q3,India,Wind,Asset finance investments, 47.05 
2004,3,Q1,< 2006,India,Wind,Asset finance investments, 7.56 
2004,3,Q1,< 2006,India,Wind,Asset finance investments, 9.40 
2007,8,Q3,2007Q3,India,Biomass & Waste,Asset finance investments, 23.17 
